ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
7901363	8.53E-02	9.03E-03	-2.9	-3.12503	-1.18	CDKN2C	cyclin dependent kinase inhibitor 2C
8006690	8.54E-02	9.04E-03	-2.9	-3.12607	-1.04	AATF	apoptosis antagonizing transcription factor
8016552	8.54E-02	9.05E-03	-2.9	-3.12642	-1.17	PHB	prohibitin
7904796	8.54E-02	9.06E-03	2.9	-3.12745	1.07	ANKRD35	ankyrin repeat domain 35
7991546	8.57E-02	9.10E-03	2.9	-3.13146	2.24	CERS3	ceramide synthase 3
8042402	8.57E-02	9.10E-03	2.9	-3.13162	1.18	APLF	aprataxin and PNKP like factor
7904433	8.60E-02	9.13E-03	-2.89	-3.1351	-1.69	PHGDH	phosphoglycerate dehydrogenase
7972180	8.62E-02	9.16E-03	-2.89	-3.13773	-1.04	RNF219	ring finger protein 219
7915640	8.62E-02	9.17E-03	-2.89	-3.13887	-1.18	EIF2B3	eukaryotic translation initiation factor 2B subunit gamma
7932069	8.63E-02	9.18E-03	-2.89	-3.14003	-1.57	NUDT5	nudix hydrolase 5
7942592	8.66E-02	9.23E-03	-2.89	-3.14538	-1.02	SNORD15A	small nucleolar RNA, C/D box 15A
8108370	8.66E-02	9.24E-03	2.89	-3.14605	2.35	EGR1	early growth response 1
8089999	8.69E-02	9.29E-03	-2.89	-3.1511	-1.04	KPNA1	karyopherin subunit alpha 1
8010673	8.70E-02	9.31E-03	-2.89	-3.15329	-1.16	SLC25A10	solute carrier family 25 member 10
8166784	8.70E-02	9.32E-03	2.89	-3.15403	3.61	TSPAN7	tetraspanin 7
8016870	8.74E-02	9.36E-03	-2.88	-3.15881	-1.14	MRPS23	mitochondrial ribosomal protein S23
8174322	8.75E-02	9.37E-03	-2.88	-3.15953	-1.02	MORC4	MORC family CW-type zinc finger 4
7975224	8.76E-02	9.39E-03	-2.88	-3.16096	-1.02	EIF2S1	eukaryotic translation initiation factor 2 subunit alpha
8030094	8.78E-02	9.42E-03	2.88	-3.16394	1.29	FUT2	fucosyltransferase 2
7983811	8.78E-02	9.42E-03	-2.88	-3.16417	-1.4	PIGB	phosphatidylinositol glycan anchor biosynthesis class B
8180003	8.79E-02	9.43E-03	2.88	-3.1659	2.92	LOC105369230///HLA-DRB6///HLA-DRB5///HLA-DRB4///HLA-DRB3///HLA-DRB1///LOC105369230///HLA-DRB5///HLA-DRB4///HLA-DRB3///HLA-DRB1///HLA-DQB1	HLA class II histocompatibility antigen, DRB1-7 beta chain///major histocompatibility complex, class II, DR beta 6 (pseudogene)///major histocompatibility complex, class II, DR beta 5///major histocompatibility complex, class II, DR beta 4///major histocompatibility complex, class II, DR beta 3///major histocompatibility complex, class II, DR beta 1///HLA class II histocompatibility antigen, DRB1-7 beta chain///major histocompatibility complex, class II, DR beta 5///major histocompatibility complex, class II, DR beta 4///major histocompatibility complex, class II, DR beta 3///major histocompatibility complex, class II, DR beta 1///major histocompatibility complex, class II, DQ beta 1
8142061	8.81E-02	9.48E-03	-2.88	-3.17002	-1.78	PUS7	pseudouridylate synthase 7 (putative)
7966356	8.85E-02	9.53E-03	2.88	-3.17535	1.26	HVCN1	hydrogen voltage gated channel 1
8144213	8.90E-02	9.60E-03	2.87	-3.18258	1.15	VIPR2	vasoactive intestinal peptide receptor 2
8106931	8.94E-02	9.66E-03	-2.87	-3.18768	-1.99	SLF1	SMC5-SMC6 complex localization factor 1
8152988	8.95E-02	9.68E-03	2.87	-3.18987	1.32	SLA	Src-like-adaptor
8017162	8.95E-02	9.68E-03	-2.87	-3.19022	-1.09	RNFT1	ring finger protein, transmembrane 1
7977397	8.96E-02	9.69E-03	2.87	-3.19148	1.26	CRIP2	cysteine rich protein 2
8143433	8.96E-02	9.71E-03	-2.87	-3.19266	-1.07	MRPS33	mitochondrial ribosomal protein S33
8027566	8.96E-02	9.71E-03	-2.87	-3.1931	-1.07	CEBPG	CCAAT/enhancer binding protein gamma
8043114	8.98E-02	9.74E-03	2.87	-3.19628	1.18	TCF7L1	transcription factor 7 like 1
8116734	8.98E-02	9.75E-03	2.87	-3.19646	1.11	LY86	lymphocyte antigen 86
8139392	8.99E-02	9.76E-03	-2.86	-3.19821	-1.33	DDX56	DEAD-box helicase 56
7952179	9.00E-02	9.78E-03	-2.86	-3.19985	-1.04	H2AFX	H2A histone family member X
7925257	9.00E-02	9.79E-03	2.86	-3.20088	1.22	LYST	lysosomal trafficking regulator
8146243	9.01E-02	9.80E-03	2.86	-3.20209	1.01	HOOK3	hook microtubule tethering protein 3
7951036	9.02E-02	9.81E-03	-2.86	-3.2031	-1.61	SNORD5///TAF1D	small nucleolar RNA, C/D box 5///TATA-box binding protein associated factor, RNA polymerase I subunit D
7929383	9.03E-02	9.83E-03	-2.86	-3.20443	-1.85	SLC35G1	solute carrier family 35 member G1
8145470	9.03E-02	9.83E-03	2.86	-3.2048	1.13	DPYSL2	dihydropyrimidinase like 2
8015460	9.03E-02	9.85E-03	-2.86	-3.20614	-1.35	ACLY	ATP citrate lyase
7974352	9.07E-02	9.90E-03	-2.86	-3.21147	-1.03	C14orf166	chromosome 14 open reading frame 166
7973530	9.07E-02	9.91E-03	-2.86	-3.21225	-1.25	PCK2	phosphoenolpyruvate carboxykinase 2, mitochondrial
7922646	9.10E-02	9.95E-03	-2.86	-3.21607	-1.12	TOR1AIP2	torsin 1A interacting protein 2
8051573	9.14E-02	1.00E-02	2.85	-3.22151	1.38	CDC42EP3	CDC42 effector protein 3
8146482	9.15E-02	1.00E-02	-2.85	-3.22281	-1.15	TGS1	trimethylguanosine synthase 1
7965200	9.15E-02	1.00E-02	-2.85	-3.22333	-1.08	CCDC59	coiled-coil domain containing 59
8160968	9.17E-02	1.01E-02	-2.85	-3.22617	-1.17	STOML2	stomatin like 2
7906021	9.18E-02	1.01E-02	-2.85	-3.22841	-1.15	MSTO2P///MSTO1	misato family member 2, pseudogene///misato 1, mitochondrial distribution and morphology regulator
8124385	9.19E-02	1.01E-02	-2.85	-3.2301	-1.28	HIST1H4B	histone cluster 1, H4b
8032871	9.19E-02	1.01E-02	-2.85	-3.23055	-1.12	DPP9	dipeptidyl peptidase 9
8068583	9.20E-02	1.01E-02	2.85	-3.23249	1.95	KCNJ15	potassium voltage-gated channel subfamily J member 15
7951325	9.20E-02	1.01E-02	-2.85	-3.23273	-1.96	DCUN1D5	defective in cullin neddylation 1 domain containing 5
7935425	9.23E-02	1.02E-02	-2.85	-3.23584	-1.11	RRP12	ribosomal RNA processing 12 homolog
7925662	9.25E-02	1.02E-02	-2.84	-3.24009	-1.06	ZNF670-ZNF695///ZNF695	ZNF670-ZNF695 readthrough (NMD candidate)///zinc finger protein 695
7949603	9.27E-02	1.02E-02	-2.84	-3.24317	-1.06	BRMS1	breast cancer metastasis suppressor 1
8171172	9.27E-02	1.02E-02	2.84	-3.24317	1.75	MXRA5	matrix remodeling associated 5
7908488	9.27E-02	1.02E-02	2.84	-3.24355	1.18	CFHR1	complement factor H related 1
7989365	9.29E-02	1.03E-02	2.84	-3.24623	1.55	RORA	RAR related orphan receptor A
7938890	9.30E-02	1.03E-02	-2.84	-3.24741	-1.43	PRMT3	protein arginine methyltransferase 3
8146649	9.32E-02	1.03E-02	-2.84	-3.24987	-1.4	MTFR1	mitochondrial fission regulator 1
8026971	9.32E-02	1.03E-02	-2.84	-3.25009	-2.3	IFI30	IFI30, lysosomal thiol reductase
8001658	9.35E-02	1.04E-02	-2.84	-3.25462	-1.07	CFAP20	cilia and flagella associated protein 20
8112890	9.38E-02	1.04E-02	-2.84	-3.25745	-1.04	CRSP8P///MED27	mediator complex subunit 27 pseudogene///mediator complex subunit 27
7933750	9.45E-02	1.05E-02	2.83	-3.26699	1.12	SLC16A9	solute carrier family 16 member 9
8039674	9.46E-02	1.05E-02	2.83	-3.2681	1.06	ZNF154	zinc finger protein 154
8041149	9.47E-02	1.05E-02	-2.83	-3.26913	-1.25	WDR43	WD repeat domain 43
7986186	9.47E-02	1.05E-02	-2.83	-3.26997	-1.22	RCCD1	RCC1 domain containing 1
8087100	9.47E-02	1.05E-02	-2.83	-3.27008	-1.21	UQCRC1	ubiquinol-cytochrome c reductase core protein I
8129254	9.50E-02	1.06E-02	2.83	-3.2738	2.02	MAN1A1	mannosidase alpha class 1A member 1
7951838	9.50E-02	1.06E-02	-2.83	-3.27432	-1.04	ZPR1	ZPR1 zinc finger
8151101	9.52E-02	1.06E-02	-2.83	-3.27757	-1.76	MYBL1	MYB proto-oncogene like 1
8151549	9.56E-02	1.07E-02	-2.82	-3.28112	-1.17	IMPA1	inositol monophosphatase 1
7981481	9.56E-02	1.07E-02	-2.82	-3.28137	-1.07	C14orf2///C14orf2	chromosome 14 open reading frame 2///chromosome 14 open reading frame 2
8125204	9.56E-02	1.07E-02	-2.82	-3.28293	-1.08	NELFE	negative elongation factor complex member E
8178686	9.56E-02	1.07E-02	-2.82	-3.28293	-1.08	NELFE	negative elongation factor complex member E
8179913	9.56E-02	1.07E-02	-2.82	-3.28293	-1.08	NELFE	negative elongation factor complex member E
8169836	9.63E-02	1.08E-02	2.82	-3.29304	1.12	XPNPEP2	X-prolyl aminopeptidase 2
7976496	9.63E-02	1.08E-02	2.82	-3.29374	1.74	SERPINA3	serpin family A member 3
8073135	9.63E-02	1.08E-02	-2.82	-3.29416	-1.04	MIEF1	mitochondrial elongation factor 1
8012823	9.64E-02	1.08E-02	-2.82	-3.29492	-1.15	SCO1	SCO1 cytochrome c oxidase assembly protein
8116530	9.65E-02	1.08E-02	-2.82	-3.2971	-1.02	SNORD96A	small nucleolar RNA, C/D box 96A
8104166	9.65E-02	1.09E-02	-2.82	-3.29761	-1.19	SDHA	succinate dehydrogenase complex flavoprotein subunit A
8142697	9.65E-02	1.09E-02	-2.82	-3.29846	-1.14	POT1	protection of telomeres 1
8168470	9.66E-02	1.09E-02	-2.82	-3.29992	-1.72	COX7B	cytochrome c oxidase subunit 7B
7990566	9.72E-02	1.10E-02	-2.81	-3.30685	-1.17	ETFA	electron transfer flavoprotein alpha subunit
8166184	9.72E-02	1.10E-02	2.81	-3.30779	1.19	CA5B	carbonic anhydrase 5B
7920401	9.73E-02	1.10E-02	-2.81	-3.30894	-1.02	SLC39A1	solute carrier family 39 member 1
8163930	9.79E-02	1.11E-02	-2.81	-3.31868	-1.24	NDUFA8	NADH:ubiquinone oxidoreductase subunit A8
8047339	9.79E-02	1.11E-02	-2.81	-3.32109	-1.11	BZW1	basic leucine zipper and W2 domains 1
8178590	9.83E-02	1.12E-02	2.8	-3.32677	1.08	DDAH2	dimethylarginine dimethylaminohydrolase 2
8179819	9.83E-02	1.12E-02	2.8	-3.32677	1.08	DDAH2	dimethylarginine dimethylaminohydrolase 2
8009176	9.84E-02	1.12E-02	-2.8	-3.3279	-1.05	TACO1	translational activator of cytochrome c oxidase I
8097841	9.87E-02	1.13E-02	2.8	-3.33156	1.42	TRIM2	tripartite motif containing 2
8124527	9.99E-02	1.14E-02	-2.79	-3.34638	-2.12	HIST1H1B	histone cluster 1, H1b
8121749	9.99E-02	1.14E-02	2.79	-3.34645	3.5	GJA1	gap junction protein alpha 1
8004144	1.00E-01	1.15E-02	-2.79	-3.34843	-1.15	MIS12	MIS12, kinetochore complex component
8125091	1.00E-01	1.15E-02	-2.79	-3.35033	-1.45	VARS	valyl-tRNA synthetase
8178609	1.00E-01	1.15E-02	-2.79	-3.35033	-1.45	VARS	valyl-tRNA synthetase
8038202	1.00E-01	1.15E-02	-2.79	-3.35145	-1.11	BCAT2	branched chain amino acid transaminase 2
8109475	1.00E-01	1.15E-02	-2.79	-3.35233	-1.31	MRPL22	mitochondrial ribosomal protein L22
8139033	1.00E-01	1.15E-02	2.79	-3.35371	1.9	AOAH	acyloxyacyl hydrolase
8138091	1.00E-01	1.15E-02	-2.79	-3.35512	-1.07	DAGLB	diacylglycerol lipase beta
8022404	1.01E-01	1.17E-02	-2.78	-3.36854	-1.38	FAM210A	family with sequence similarity 210 member A
8081316	1.01E-01	1.17E-02	-2.78	-3.36882	-1.12	TFG	TRK-fused gene
8135410	1.01E-01	1.17E-02	-2.78	-3.36901	-1.14	DUS4L	dihydrouridine synthase 4 like
7961693	1.02E-01	1.18E-02	-2.78	-3.37632	-1.29	LDHB	lactate dehydrogenase B
7923812	1.02E-01	1.18E-02	-2.78	-3.37985	-1.03	RAB29	RAB29, member RAS oncogene family
8075637	1.02E-01	1.19E-02	2.78	-3.38109	1.4	LARGE1	LARGE xylosyl- and glucuronyltransferase 1
8105862	1.02E-01	1.19E-02	-2.77	-3.38338	-1.02	CDK7	cyclin dependent kinase 7
8177462	1.02E-01	1.19E-02	-2.77	-3.38338	-1.02	CDK7	cyclin dependent kinase 7
8136495	1.02E-01	1.20E-02	-2.77	-3.38833	-1.2	TTC26	tetratricopeptide repeat domain 26
8135323	1.03E-01	1.20E-02	-2.77	-3.39193	-1.16	RINT1	RAD50 interactor 1
8130129	1.03E-01	1.20E-02	-2.77	-3.39339	-1.16	NUP43	nucleoporin 43
8125048	1.03E-01	1.20E-02	2.77	-3.39364	1.02	DDAH2	dimethylarginine dimethylaminohydrolase 2
7992463	1.03E-01	1.21E-02	2.77	-3.39787	1.07	SLC9A3R2	SLC9A3 regulator 2
8048227	1.04E-01	1.21E-02	2.77	-3.40313	1.04	CXCR2	C-X-C motif chemokine receptor 2
8091260	1.04E-01	1.22E-02	2.76	-3.40518	1.84	SLC9A9	solute carrier family 9 member A9
8002347	1.04E-01	1.22E-02	-2.76	-3.40771	-1.64	AARS	alanyl-tRNA synthetase
7957570	1.04E-01	1.22E-02	2.76	-3.40805	1.71	PLXNC1	plexin C1
8078412	1.04E-01	1.22E-02	-2.76	-3.40943	-1.11	CNOT10	CCR4-NOT transcription complex subunit 10
8177782	1.04E-01	1.22E-02	-2.76	-3.41097	-1.03	TRIM39-RPP21///RPP21	TRIM39-RPP21 readthrough///ribonuclease P/MRP subunit p21
8179097	1.04E-01	1.22E-02	-2.76	-3.41097	-1.03	TRIM39-RPP21///RPP21	TRIM39-RPP21 readthrough///ribonuclease P/MRP subunit p21
8148728	1.04E-01	1.23E-02	-2.76	-3.41184	-1.56	CYC1	cytochrome c1
7929466	1.04E-01	1.23E-02	2.76	-3.41188	1.11	CYP2C18	cytochrome P450 family 2 subfamily C member 18
8074237	1.04E-01	1.23E-02	2.76	-3.41331	1.42	CECR1	cat eye syndrome chromosome region, candidate 1
7943160	1.04E-01	1.23E-02	2.76	-3.41356	1.08	SCARNA9	small Cajal body-specific RNA 9
7983679	1.04E-01	1.23E-02	-2.76	-3.41371	-1.07	AP4E1	adaptor related protein complex 4 epsilon 1 subunit
8117194	1.04E-01	1.23E-02	-2.76	-3.4142	-1.25	MRS2	MRS2, magnesium transporter
7948424	1.04E-01	1.23E-02	-2.76	-3.41469	-1.03	MRPL16	mitochondrial ribosomal protein L16
8046975	1.04E-01	1.23E-02	-2.76	-3.41508	-1.06	WDR75	WD repeat domain 75
7939559	1.04E-01	1.23E-02	2.76	-3.41548	1.42	TSPAN18	tetraspanin 18
7985416	1.04E-01	1.23E-02	2.76	-3.41618	1.27	CSPG4P5	chondroitin sulfate proteoglycan 4 pseudogene 5
7985457	1.04E-01	1.23E-02	2.76	-3.41618	1.27	CSPG4P5	chondroitin sulfate proteoglycan 4 pseudogene 5
7985688	1.04E-01	1.23E-02	2.76	-3.41618	1.27	CSPG4P5	chondroitin sulfate proteoglycan 4 pseudogene 5
7990941	1.04E-01	1.23E-02	2.76	-3.41618	1.27	CSPG4P5	chondroitin sulfate proteoglycan 4 pseudogene 5
8171876	1.04E-01	1.23E-02	-2.76	-3.41704	-1.29	METTL1	methyltransferase like 1
8131927	1.04E-01	1.23E-02	-2.76	-3.41777	-1.59	MPP6	membrane palmitoylated protein 6
8010078	1.04E-01	1.23E-02	-2.76	-3.41853	-1.17	SNHG16///SNORD1C///SNHG16	small nucleolar RNA host gene 16///small nucleolar RNA, C/D box 1C///small nucleolar RNA host gene 16
8081645	1.04E-01	1.24E-02	-2.76	-3.4196	-1.39	C3orf52	chromosome 3 open reading frame 52
8164440	1.05E-01	1.25E-02	-2.75	-3.42639	-1.02	WDR34	WD repeat domain 34
7961208	1.05E-01	1.25E-02	-2.75	-3.4264	-1.02	MAGOHB	mago homolog B, exon junction complex core component
7910651	1.05E-01	1.25E-02	-2.75	-3.42772	-1.23	TBCE	tubulin folding cofactor E
7992402	1.05E-01	1.25E-02	-2.75	-3.42819	-1.29	NDUFB10	NADH:ubiquinone oxidoreductase subunit B10
8038261	1.05E-01	1.25E-02	-2.75	-3.42881	-1.08	GYS1	glycogen synthase 1
7901993	1.05E-01	1.25E-02	2.75	-3.43299	1.98	CACHD1	cache domain containing 1
8105663	1.06E-01	1.26E-02	-2.75	-3.43878	-1.41	NLN	neurolysin
7949518	1.06E-01	1.26E-02	-2.75	-3.44101	-1.23	FIBP	FGF1 intracellular binding protein
7947934	1.06E-01	1.27E-02	-2.75	-3.44268	-1.31	MTCH2	mitochondrial carrier 2
8008151	1.06E-01	1.27E-02	-2.74	-3.44434	-2.03	IGF2BP1	insulin like growth factor 2 mRNA binding protein 1
8127629	1.06E-01	1.28E-02	-2.74	-3.44934	-1.19	COX7A2	cytochrome c oxidase subunit 7A2
8043465	1.06E-01	1.28E-02	2.74	-3.44958	3.27	IGKC	immunoglobulin kappa constant
7945101	1.07E-01	1.29E-02	-2.74	-3.4569	-1.19	DCPS	decapping enzyme, scavenger
8143341	1.07E-01	1.29E-02	2.74	-3.45849	1.29	KDM7A	lysine demethylase 7A
7978527	1.08E-01	1.30E-02	-2.74	-3.46325	-1.06	DTD2	D-tyrosyl-tRNA deacylase 2 (putative)
7904000	1.08E-01	1.30E-02	-2.73	-3.46717	-1.24	DDX20	DEAD-box helicase 20
8117600	1.08E-01	1.30E-02	-2.73	-3.46856	-1.09	HIST1H2BN///HIST1H2AK	histone cluster 1, H2bn///histone cluster 1, H2ak
8080562	1.09E-01	1.31E-02	2.73	-3.47515	1.31	IL17RB	interleukin 17 receptor B
8072488	1.09E-01	1.31E-02	-2.73	-3.47568	-1.13	DRG1	developmentally regulated GTP binding protein 1
7951565	1.09E-01	1.31E-02	2.73	-3.47693	1.31	ARHGAP20	Rho GTPase activating protein 20
8180273	1.09E-01	1.32E-02	2.73	-3.47762	1.02	PCDHA12	protocadherin alpha 12
8084607	1.09E-01	1.32E-02	-2.73	-3.47895	-1.05	SENP2	SUMO1/sentrin/SMT3 specific peptidase 2
8151756	1.09E-01	1.32E-02	2.73	-3.48407	1.07	TMEM55A	transmembrane protein 55A
7941694	1.09E-01	1.32E-02	-2.73	-3.48408	-1.09	RBM14	RNA binding motif protein 14
8148553	1.09E-01	1.33E-02	-2.72	-3.48589	-1.68	LY6K	lymphocyte antigen 6 complex, locus K
7983191	1.09E-01	1.33E-02	-2.72	-3.48614	-1.55	ADAL	adenosine deaminase like
8011293	1.09E-01	1.33E-02	-2.72	-3.4871	-1.05	CLUH	clustered mitochondria homolog
7904726	1.10E-01	1.34E-02	2.72	-3.49219	3.32	TXNIP	thioredoxin interacting protein
8125775	1.10E-01	1.34E-02	-2.72	-3.49271	-1.69	UQCC2	ubiquinol-cytochrome c reductase complex assembly factor 2
8022145	1.11E-01	1.35E-02	2.72	-3.50262	1.02	L3MBTL4	l(3)mbt-like 4 (Drosophila)
8119842	1.11E-01	1.35E-02	-2.72	-3.50342	-1.09	POLR1C	RNA polymerase I subunit C
7979721	1.11E-01	1.35E-02	2.72	-3.50465	1.02	TMEM229B	transmembrane protein 229B
7985560	1.11E-01	1.36E-02	2.71	-3.5071	1.27	CSPG4P5	chondroitin sulfate proteoglycan 4 pseudogene 5
8178884	1.11E-01	1.36E-02	2.71	-3.50893	1.59	HLA-DMA	major histocompatibility complex, class II, DM alpha
8180086	1.11E-01	1.36E-02	2.71	-3.50893	1.59	HLA-DMA	major histocompatibility complex, class II, DM alpha
7934278	1.11E-01	1.36E-02	-2.71	-3.5112	-1.12	P4HA1///P4HA1	prolyl 4-hydroxylase subunit alpha 1///prolyl 4-hydroxylase subunit alpha 1
8133728	1.11E-01	1.37E-02	-2.71	-3.51458	-1.23	ZP3	zona pellucida glycoprotein 3 (sperm receptor)
8092849	1.12E-01	1.38E-02	-2.71	-3.5194	-1.1	ATP13A3	ATPase 13A3
7954591	1.12E-01	1.38E-02	-2.71	-3.52464	-1.12	MRPS35	mitochondrial ribosomal protein S35
7922414	1.12E-01	1.39E-02	-2.7	-3.52817	-1.11	SNORD76///GAS5	small nucleolar RNA, C/D box 76///growth arrest specific 5 (non-protein coding)
8036710	1.13E-01	1.40E-02	2.7	-3.53277	1.52	GMFG	glia maturation factor gamma
8005202	1.13E-01	1.40E-02	-2.7	-3.53444	-1.82	SNORD49A	small nucleolar RNA, C/D box 49A
8178193	1.13E-01	1.40E-02	2.7	-3.53527	4.48	HLA-DRA///HLA-DQA1	major histocompatibility complex, class II, DR alpha///major histocompatibility complex, class II, DQ alpha 1
8159642	1.13E-01	1.40E-02	-2.7	-3.53714	-1.18	TUBB4B	tubulin beta 4B class IVb
8157092	1.14E-01	1.41E-02	-2.7	-3.5437	-1.15	TMEM38B	transmembrane protein 38B
7953603	1.14E-01	1.41E-02	2.7	-3.54409	2.95	C1S	complement component 1, s subcomponent
7917276	1.14E-01	1.41E-02	2.7	-3.54537	1.88	LPAR3	lysophosphatidic acid receptor 3
8144701	1.14E-01	1.42E-02	2.69	-3.548	1.15	LOC100131581	uncharacterized LOC100131581
7926127	1.15E-01	1.43E-02	2.69	-3.55595	1.5	CELF2	CUGBP, Elav-like family member 2
8063453	1.15E-01	1.43E-02	-2.69	-3.55663	-1.01	PFDN4	prefoldin subunit 4
7957850	1.15E-01	1.43E-02	-2.69	-3.55869	-1.49	GAS2L3	growth arrest specific 2 like 3
8088745	1.15E-01	1.44E-02	2.69	-3.56273	1.65	FRMD4B	FERM domain containing 4B
8165808	1.15E-01	1.44E-02	2.69	-3.56311	1.43	XG	Xg blood group
8142345	1.16E-01	1.45E-02	2.68	-3.56968	1.21	DOCK4	dedicator of cytokinesis 4
8154491	1.16E-01	1.45E-02	2.68	-3.56978	1.22	ADAMTSL1	ADAMTS like 1
8123717	1.16E-01	1.45E-02	-2.68	-3.57019	-1.4	RPP40	ribonuclease P/MRP subunit p40
7983650	1.16E-01	1.45E-02	-2.68	-3.5702	-3.16	SLC27A2	solute carrier family 27 member 2
7945071	1.16E-01	1.45E-02	-2.68	-3.57025	-1.46	FOXRED1	FAD dependent oxidoreductase domain containing 1
7911359	1.16E-01	1.46E-02	-2.68	-3.57205	-1.31	NOC2L	NOC2 like nucleolar associated transcriptional repressor
7959025	1.17E-01	1.46E-02	-2.68	-3.57666	-1.11	RNFT2	ring finger protein, transmembrane 2
8131583	1.17E-01	1.47E-02	-2.68	-3.57976	-1.68	BZW2	basic leucine zipper and W2 domains 2
8142554	1.17E-01	1.47E-02	2.68	-3.58288	1.65	AASS	aminoadipate-semialdehyde synthase
8159004	1.17E-01	1.47E-02	-2.68	-3.58431	-1.03	SNORD24///RPL7A	small nucleolar RNA, C/D box 24///ribosomal protein L7a
7961798	1.17E-01	1.48E-02	2.68	-3.5846	1.59	SOX5	SRY-box 5
7944401	1.17E-01	1.48E-02	-2.67	-3.58647	-1.51	HMBS	hydroxymethylbilane synthase
7950067	1.17E-01	1.48E-02	-2.67	-3.58845	-1.44	DHCR7	7-dehydrocholesterol reductase
8034589	1.17E-01	1.48E-02	-2.67	-3.58881	-1.2	FARSA	phenylalanyl-tRNA synthetase alpha subunit
8016018	1.18E-01	1.48E-02	-2.67	-3.59024	-1.22	SLC25A39	solute carrier family 25 member 39
7968658	1.18E-01	1.48E-02	-2.67	-3.59057	-1.41	EXOSC8	exosome component 8
8092328	1.18E-01	1.49E-02	-2.67	-3.59164	-1.04	MCCC1	methylcrotonoyl-CoA carboxylase 1
8043431	1.18E-01	1.49E-02	2.67	-3.59362	3.74	IGKC	immunoglobulin kappa constant
7990442	1.18E-01	1.49E-02	-2.67	-3.59372	-1.01	RPP25	ribonuclease P/MRP subunit p25
8158544	1.18E-01	1.49E-02	-2.67	-3.59519	-1.07	NTMT1	N-terminal Xaa-Pro-Lys N-methyltransferase 1
7951038	1.18E-01	1.49E-02	-2.67	-3.59558	-1.6	SNORA40///TAF1D	small nucleolar RNA, H/ACA box 40///TATA-box binding protein associated factor, RNA polymerase I subunit D
8124406	1.18E-01	1.49E-02	-2.67	-3.59586	-1.39	HIST1H2BC	histone cluster 1, H2bc
8109773	1.18E-01	1.49E-02	-2.67	-3.59646	-1.31	WWC1	WW and C2 domain containing 1
8131860	1.18E-01	1.50E-02	-2.67	-3.60216	-1.21	MALSU1	mitochondrial assembly of ribosomal large subunit 1
8166335	1.19E-01	1.52E-02	-2.66	-3.61189	-1.43	PDHA1	pyruvate dehydrogenase (lipoamide) alpha 1
8125537	1.20E-01	1.53E-02	2.66	-3.61921	1.52	HLA-DMA	major histocompatibility complex, class II, DM alpha
8180237	1.20E-01	1.54E-02	-2.66	-3.62223	-1.04	METTL2B	methyltransferase like 2B
8029530	1.20E-01	1.54E-02	2.66	-3.62548	1.14	APOE	apolipoprotein E
7958352	1.20E-01	1.54E-02	2.66	-3.62602	1.25	BTBD11	BTB domain containing 11
8012896	1.20E-01	1.54E-02	2.65	-3.62714	2.22	PMP22	peripheral myelin protein 22
8146115	1.20E-01	1.54E-02	2.65	-3.62758	1.42	C8orf4	chromosome 8 open reading frame 4
8179481	1.20E-01	1.55E-02	2.65	-3.62871	4.01	HLA-DRA///HLA-DQA1	major histocompatibility complex, class II, DR alpha///major histocompatibility complex, class II, DQ alpha 1
8075263	1.20E-01	1.55E-02	-2.65	-3.62886	-1.08	NIPSNAP1	nipsnap homolog 1 (C. elegans)
8092534	1.20E-01	1.55E-02	-2.65	-3.62931	-1.07	TMEM41A	transmembrane protein 41A
8158298	1.20E-01	1.55E-02	-2.65	-3.62949	-1.1	GLE1	GLE1, RNA export mediator
8099107	1.21E-01	1.55E-02	-2.65	-3.63	-1.43	LYAR	Ly1 antibody reactive
8104298	1.21E-01	1.55E-02	-2.65	-3.63033	-1.38	NDUFS6	NADH:ubiquinone oxidoreductase subunit S6
7949619	1.21E-01	1.55E-02	-2.65	-3.63059	-1.1	SLC29A2	solute carrier family 29 member 2
7905028	1.21E-01	1.55E-02	2.65	-3.63232	1.18	LOC100996732///LOC654342///LOC645166///LSP1	uncharacterized LOC100996732///lymphocyte-specific protein 1 pseudogene///lymphocyte-specific protein 1 pseudogene///lymphocyte-specific protein 1
8142912	1.21E-01	1.55E-02	-2.65	-3.63314	-1.33	TMEM209	transmembrane protein 209
8041168	1.21E-01	1.56E-02	-2.65	-3.63621	-1.1	SNORD53	small nucleolar RNA, C/D box 53
8110886	1.21E-01	1.56E-02	-2.65	-3.63766	-1.11	MED10	mediator complex subunit 10
8179238	1.21E-01	1.57E-02	-2.65	-3.63986	-1.28	MICA	MHC class I polypeptide-related sequence A
7989501	1.21E-01	1.57E-02	2.65	-3.64125	2.11	CA12	carbonic anhydrase 12
8126658	1.21E-01	1.57E-02	-2.65	-3.64135	-1.12	SLC35B2	solute carrier family 35 member B2
8123819	1.21E-01	1.57E-02	-2.65	-3.64135	-1.33	EEF1E1-BLOC1S5///EEF1E1	EEF1E1-BLOC1S5 readthrough (NMD candidate)///eukaryotic translation elongation factor 1 epsilon 1
7940717	1.21E-01	1.57E-02	-2.65	-3.64377	-1.99	SLC3A2	solute carrier family 3 member 2
7965423	1.21E-01	1.58E-02	2.65	-3.6459	1.12	BTG1	BTG anti-proliferation factor 1
7960529	1.22E-01	1.58E-02	2.64	-3.64904	1.81	SCNN1A	sodium channel epithelial 1 alpha subunit
